Unnamed: 0,bollinger_buy,bollinger_lower,bollinger_sell,bollinger_upper,macd_buy,macd_ema_diff,macd_signal_line,market_cap,price,rolling_mean,rolling_mean_buy,rolling_mean_sell,rsi,rsi_buy,rsi_sell,snapped_at,total_volume
409.0,False,405.4527955561017,False,728.5835377772314,True,31.754474512086066,624.6256446559622,7309311839.375,567.175,616.183749999999,True,False,50.377134205422536,False,False,2014-06-12,41032286.0522032
410.0,False,417.02990333991164,False,727.0355366600882,True,27.21426904436203,618.6371757247699,7666330027.785,594.6833,619.7624999999991,True,False,44.13254401135206,False,False,2014-06-13,37950646.151919
411.0,False,428.9100800360634,False,723.5389132972698,True,21.37821895945729,608.9104005798159,7350662806.2225,570.0033,619.793829999999,True,False,39.8821767605061,False,False,2014-06-14,33752601.5905928
412.0,False,442.08251350645753,False,719.5828131602092,True,17.631668961774608,603.8103204638528,7526353631.25,583.41,619.9832449999992,True,False,38.33653324060385,False,False,2014-06-15,19377536.8760525
413.0,False,456.6536708957768,False,714.7894357708899,True,15.22213071331339,601.5522563710822,7646618730.0,592.52,621.1354949999992,True,False,36.472580986661036,False,False,2014-06-16,25803391.330629397
414.0,False,473.5188042235092,False,708.7873024431575,True,14.328571906532602,602.6734650968658,7838352937.17,607.1583,622.9157449999991,True,False,37.44735854563653,False,False,2014-06-17,14064824.7823029
415.0,False,492.8098019735045,False,700.184304693162,True,13.228414187185422,602.9767720774928,7802403926.75,604.19,624.8622449999991,True,False,41.46098138941609,False,False,2014-06-18,14955835.770440899
416.0,False,505.6480730504911,False,694.6774736161752,True,11.35404202317068,601.0590776619941,7665345555.2775,593.3883,623.4743249999992,True,False,34.62892574429344,False,False,2014-06-19,11266428.3011317
417.0,False,518.7537923938492,False,688.3239742728173,True,9.490221757652762,598.8582621295952,7625133251.25,590.055,621.9520749999992,True,False,35.66878513380206,False,False,2014-06-20,14899960.9724874
418.0,False,526.5539862558219,False,685.1003404108448,True,8.017675147829323,597.3379497036763,7643411863.58,591.2567,619.5068249999993,True,False,35.0725732770329,False,False,2014-06-21,8304999.78950811
419.0,False,534.9361105142593,False,681.4223294857406,True,7.074139483177646,596.877699762941,7694627830.545,595.0367,616.4381599999992,True,False,36.58345357169063,False,False,2014-06-22,9952321.0430746
420.0,False,543.8349916540645,False,676.7261150126022,True,5.545239011063926,594.7318198103528,7582634214.4125,586.1483,612.3771599999992,True,False,36.072661648101466,False,False,2014-06-23,11249420.619187599
421.0,False,545.2128189643083,False,676.2175077023585,True,3.98637580344132,592.2684558482822,7537047075.375,582.415,609.4387449999992,True,False,33.81946538585369,False,False,2014-06-24,11613405.8170864
422.0,False,543.1014932063774,False,677.1188334602891,True,1.0489248481422921,586.1091046786257,7268686297.0675,561.4717,604.6073299999993,True,False,33.50653099516495,False,False,2014-06-25,18237241.3455973
423.0,False,544.1867822565472,False,676.7076577434527,True,0.1806208250658301,584.8046237429006,7505647765.0,579.5867,601.1551649999992,True,False,53.804742002706156,False,False,2014-06-26,12733876.653646301
424.0,False,546.5363292934655,False,676.1370040398679,True,0.9860165810592888,587.4910389943205,7750006889.325,598.2367,598.4815849999992,True,False,51.15183144246354,False,False,2014-06-27,19906418.8259485
425.0,False,549.5574195170318,False,675.090027149635,True,1.3373549473669757,588.9671711954564,7709210052.565,594.8717,595.7302549999993,True,False,59.35359386166173,False,False,2014-06-28,13624207.3974328
426.0,False,548.6962411843413,False,674.4406454823256,True,1.8858832406577903,590.8713969563653,7758488114.8425,598.4883,593.4594199999991,False,True,56.122178019552564,False,False,2014-06-29,8878656.40346174
427.0,False,548.6209682403064,False,675.666251759694,True,5.4265366528868535,600.2481175650922,8269625590.125,637.755,592.8943349999993,False,True,64.75359683134423,False,False,2014-06-30,47015974.058828495
428.0,False,548.5027127041726,False,676.0360606291607,True,8.631703438503564,608.9854940520737,8351853048.375,643.935,593.5892499999992,False,True,62.695340412708035,False,False,2014-07-01,38496541.6857567
